timestamp_sec,timestamp_nsec,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1730746365,991989765,-0.0033296084921822376,-0.026714829295267035,0.00226831682569853,-0.9996349765498365,0.012222222222222223,0.012222222222222223,-0.01888888888888889,-1.72,0.71,9.889999999999999
1730746366,17624476,-0.0038759575280866753,-0.027258799619555827,0.002284936622257982,-0.9996182840770639,0.035555555555555556,0.022222222222222223,-0.02,-0.18000000000000005,0.5,9.94
1730746366,54643955,-0.004436030150651708,-0.027255133900470328,0.002845009244822657,-0.9996146183579785,0.03666666666666667,-0.02,-0.016666666666666666,-0.68,-0.4700000000000001,8.84
1730746366,87558031,-0.004966369400831182,-0.02725629092306452,0.002314669994643559,-0.9996134613353843,0.012222222222222223,0.022222222222222223,0.06111111111111111,-1.6400000000000001,-0.32999999999999996,9.159999999999998
1730746366,115177937,-0.0054983257515289685,-0.028348417793605366,0.0017902299007428455,-0.9995813777274123,0.021111111111111112,0.04777777777777778,0.06333333333333334,-1.51,1.26,9.809999999999999
1730746366,153951301,-0.006012789793539906,-0.028899194698600385,0.0007185821151461163,-0.9995639882190709,0.06111111111111111,0.07555555555555556,0.08555555555555555,-3.2,0.16,9.01
1730746366,182763750,0.007598141009442006,0.031091070254497755,0.0008529249581677212,0.9994873116366442,0.08,0.1111111111111111,0.09444444444444444,-3.15,0.16999999999999998,9.889999999999999
1730746366,212714468,0.009212359186394334,0.033277889655172505,0.001326846745930282,0.9994027986632976,0.1,0.13555555555555557,0.006666666666666667,-4.38,1.01,9.77
1730746366,252767101,0.010317527373429062,0.035453947220005194,0.0007227850797714607,0.999317789212795,0.09444444444444444,0.14888888888888888,-0.06444444444444444,-1.97,2.18,8.29
1730746366,281212170,-0.01150290518533851,-0.0343333793693055,0.0020286490811594216,-0.9993421770426213,0.015555555555555555,-0.18444444444444444,-0.18333333333333332,-2.06,1.42,11.36
1730746366,312034646,-0.011585630712257744,-0.031576491094548624,0.004723096534809728,-0.9994230289173239,0.05444444444444444,-0.07444444444444444,-0.12777777777777777,-8.61,2.15,13.85
1730746366,353815819,-0.01165449230284166,-0.03155114004291957,0.006903486374378056,-0.9994103462777609,-0.03,0.07222222222222222,-0.1111111111111111,-5.29,2.27,7.469999999999999
1730746366,381152542,-0.009513486348261319,-0.03483141822923019,0.007409294352343366,-0.9993204532275132,-0.11666666666666667,0.19666666666666666,0.0,-4.709999999999999,1.0,6.26
1730746366,410660132,-0.007247183596429694,-0.03704754337100686,0.004623104593466971,-0.9992765306780756,-0.15,0.03222222222222222,0.21666666666666667,-1.3900000000000001,-0.44999999999999996,8.6
1730746366,450726845,-0.004416128753981399,-0.033801807415175675,0.0017828147163998897,-0.9994172087741848,-0.2388888888888889,-0.3488888888888889,0.15,1.67,1.6500000000000001,12.739999999999998
1730746366,482527678,-0.0027655478365151654,-0.02399139155006199,0.001701206911039175,-0.9997068924298268,-0.017777777777777778,-0.5155555555555555,-0.09111111111111111,0.6400000000000001,-1.54,10.77
1730746366,515712616,-0.0011412072163185382,-0.01854000623340662,0.002746830330051079,-0.9998236948272892,-0.09555555555555556,-0.2822222222222222,-0.04666666666666667,1.7200000000000002,1.3900000000000001,7.829999999999999
1730746366,552032570,-0.0016966371860078838,-0.018537582697592533,0.0033022602997409365,-0.9998212712914752,0.05555555555555555,0.10888888888888888,-0.057777777777777775,2.22,0.07,8.579999999999998
1730746366,577056433,-0.0017054709005316399,-0.021264100477369794,0.003306543907164394,-0.9997669709323697,0.013333333333333334,0.22333333333333333,0.03333333333333333,3.46,1.11,12.0
1730746366,608776397,-0.002785905043585441,-0.02180728763828066,0.0027859050435855032,-0.9997544296836286,0.04777777777777778,-0.10333333333333333,0.04777777777777778,2.77,0.12,9.579999999999998
1730746366,644825360,-0.0027693752969293684,-0.019627624328704876,0.002234773584249886,-0.9998010265601366,-0.005555555555555556,-0.11777777777777777,0.005555555555555556,3.19,0.74,8.419999999999998
1730746366,676484425,-0.0033239332300898303,-0.019079283434827576,0.002789028335758299,-0.9998085585413028,0.03222222222222222,0.024444444444444446,-0.03,2.36,0.44,9.18
1730746366,708808357,-0.0033311860555959695,-0.021805764919273146,0.002797798658942448,-0.9997527615057697,0.0,0.14333333333333334,-0.0011111111111111111,2.5700000000000003,0.25,10.489999999999998
1730746366,743629959,-0.0027995502288150147,-0.02235104240480547,0.00333263364955924,-0.9997407098717611,-0.035555555555555556,0.01888888888888889,-0.051111111111111114,2.24,0.55,9.129999999999999
1730746366,774456851,-0.0022739511343977223,-0.021259826027974254,0.004408714402354341,-0.9997616776916473,-0.05333333333333334,-0.16444444444444445,-0.052222222222222225,1.19,0.41,9.09
1730746366,810526936,-0.001181652487375541,-0.018537472385533393,0.004928098989505239,-0.9998153227748133,-0.06777777777777778,-0.08777777777777777,-0.01888888888888889,1.1800000000000002,1.03,9.09
1730746366,852556378,-0.0006336662647113634,-0.017994839768578953,0.004917739124722398,-0.9998257848498755,-0.03,-0.015555555555555555,0.011111111111111112,1.73,-0.31,9.41
1730746366,873357551,-0.000628322883009458,-0.016904188430366687,0.00491723771698034,-0.9998448251589345,-0.0044444444444444444,-0.10444444444444445,-0.0033333333333333335,1.0899999999999999,0.25,9.25
1730746366,907268064,-0.0011596954814488164,-0.01581146783275826,0.00438001373036917,-0.9998647248858646,0.028888888888888888,-0.025555555555555557,0.022222222222222223,0.95,0.05,9.47
